Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16,DateTime,received_at
30/10/2004,20.00.00,4.0,1319.0,275.0,17.7,1230.0,494.0,551.0,109.0,1785.0,1381.0,20.8,65.8,1.6001,,,2004-10-30T20:00:00,2025-04-04T13:36:01.745099
30/10/2004,21.00.00,2.8,1187.0,275.0,13.8,1110.0,392.0,612.0,96.0,1658.0,1229.0,20.4,64.8,1.5379,,,2004-10-30T21:00:00,2025-04-04T13:36:01.847609
30/10/2004,22.00.00,2.4,1119.0,275.0,10.2,984.0,311.0,688.0,90.0,1539.0,1082.0,20.1,66.7,1.5548,,,2004-10-30T22:00:00,2025-04-04T13:36:01.950064
30/10/2004,23.00.00,1.9,1100.0,275.0,8.6,924.0,236.0,744.0,82.0,1494.0,963.0,19.5,70.0,1.5711,,,2004-10-30T23:00:00,2025-04-04T13:36:02.052406
31/10/2004,00.00.00,2.0,1076.0,275.0,7.9,895.0,270.0,757.0,86.0,1492.0,939.0,19.3,70.4,1.5578,,,2004-10-31T00:00:00,2025-04-04T13:36:02.154930
31/10/2004,01.00.00,1.5,972.0,275.0,5.7,799.0,199.0,833.0,72.0,1425.0,825.0,19.7,68.6,1.5563,,,2004-10-31T01:00:00,2025-04-04T13:36:02.257243
31/10/2004,02.00.00,1.3,973.0,275.0,6.4,828.0,146.0,818.0,61.0,1445.0,811.0,19.7,68.2,1.5484,,,2004-10-31T02:00:00,2025-04-04T13:36:02.360511
31/10/2004,03.00.00,1.0,918.0,275.0,4.6,742.0,146.0,905.0,61.0,1386.0,720.0,19.9,68.4,1.5673,,,2004-10-31T03:00:00,2025-04-04T13:36:02.462794
31/10/2004,04.00.00,1.0,844.0,275.0,2.7,630.0,74.0,1035.0,45.0,1320.0,627.0,18.4,74.2,1.5581,,,2004-10-31T04:00:00,2025-04-04T13:36:02.564972
31/10/2004,05.00.00,0.5,817.0,275.0,2.1,588.0,55.0,1134.0,37.0,1310.0,589.0,18.9,71.3,1.5449,,,2004-10-31T05:00:00,2025-04-04T13:36:02.667499
31/10/2004,06.00.00,0.4,791.0,275.0,1.2,519.0,43.0,1291.0,31.0,1295.0,540.0,18.1,79.0,1.6224,,,2004-10-31T06:00:00,2025-04-04T13:36:02.769807
31/10/2004,07.00.00,0.4,819.0,275.0,1.4,537.0,46.0,1264.0,30.0,1315.0,551.0,20.4,71.2,1.6834,,,2004-10-31T07:00:00,2025-04-04T13:36:02.872594
31/10/2004,08.00.00,0.9,972.0,275.0,4.6,743.0,139.0,944.0,41.0,1477.0,742.0,20.6,70.7,1.6996,,,2004-10-31T08:00:00,2025-04-04T13:36:02.976380
31/10/2004,09.00.00,1.3,997.0,275.0,5.7,797.0,169.0,812.0,64.0,1470.0,824.0,19.3,74.1,1.6391,,,2004-10-31T09:00:00,2025-04-04T13:36:03.079725
31/10/2004,10.00.00,2.1,1194.0,275.0,10.6,1000.0,254.0,653.0,74.0,1642.0,1059.0,22.2,64.4,1.7005,,,2004-10-31T10:00:00,2025-04-04T13:36:03.183525
31/10/2004,11.00.00,2.4,1240.0,275.0,11.0,1014.0,303.0,628.0,77.0,1643.0,1144.0,23.0,64.6,1.7851,,,2004-10-31T11:00:00,2025-04-04T13:36:03.285905
31/10/2004,12.00.00,2.0,1117.0,275.0,8.6,922.0,259.0,717.0,83.0,1585.0,994.0,24.3,57.4,1.7233,,,2004-10-31T12:00:00,2025-04-04T13:36:03.389105
31/10/2004,13.00.00,1.8,1141.0,275.0,8.8,932.0,226.0,689.0,71.0,1595.0,1014.0,22.0,67.0,1.7441,,,2004-10-31T13:00:00,2025-04-04T13:36:03.491294
31/10/2004,14.00.00,1.5,1062.0,275.0,7.5,880.0,161.0,719.0,62.0,1580.0,924.0,22.9,65.7,1.8148,,,2004-10-31T14:00:00,2025-04-04T13:36:03.593749
31/10/2004,15.00.00,1.6,1160.0,275.0,11.6,1036.0,182.0,622.0,62.0,1727.0,1023.0,23.2,63.9,1.7957,,,2004-10-31T15:00:00,2025-04-04T13:36:03.696255
31/10/2004,16.00.00,2.2,1169.0,275.0,10.1,983.0,289.0,672.0,79.0,1633.0,1033.0,23.0,62.3,1.7248,,,2004-10-31T16:00:00,2025-04-04T13:36:03.799014
31/10/2004,17.00.00,2.3,1185.0,275.0,10.8,1006.0,340.0,666.0,93.0,1638.0,1065.0,22.4,63.2,1.6878,,,2004-10-31T17:00:00,2025-04-04T13:36:03.901850
31/10/2004,18.00.00,6.6,1571.0,275.0,30.3,1559.0,544.0,440.0,106.0,2277.0,1516.0,21.7,66.6,1.7077,,,2004-10-31T18:00:00,2025-04-04T13:36:04.004769
31/10/2004,19.00.00,4.7,1464.0,275.0,22.4,1362.0,543.0,487.0,100.0,1987.0,1648.0,21.2,70.3,1.7476,,,2004-10-31T19:00:00,2025-04-04T13:36:04.107664
31/10/2004,20.00.00,4.1,1423.0,275.0,20.6,1314.0,501.0,508.0,89.0,1912.0,1466.0,20.8,70.9,1.7203,,,2004-10-31T20:00:00,2025-04-04T13:36:04.210536
31/10/2004,21.00.00,4.1,1318.0,275.0,17.5,1226.0,521.0,543.0,83.0,1848.0,1365.0,20.0,73.2,1.6965,,,2004-10-31T21:00:00,2025-04-04T13:36:04.313614
31/10/2004,22.00.00,2.7,1229.0,275.0,13.9,1114.0,352.0,598.0,76.0,1723.0,1247.0,19.7,73.7,1.6708,,,2004-10-31T22:00:00,2025-04-04T13:36:04.416646
31/10/2004,23.00.00,2.6,1187.0,275.0,13.6,1105.0,321.0,611.0,68.0,1700.0,1183.0,19.9,72.6,1.6681,,,2004-10-31T23:00:00,2025-04-04T13:36:04.519538
01/11/2004,00.00.00,3.2,1353.0,275.0,15.9,1176.0,318.0,584.0,69.0,1723.0,2150.0,20.1,71.3,1.6564,,,2004-11-01T00:00:00,2025-04-04T13:36:04.622478
01/11/2004,01.00.00,3.7,1407.0,275.0,17.8,1235.0,338.0,548.0,77.0,1780.0,2519.0,20.1,71.1,1.6498,,,2004-11-01T01:00:00,2025-04-04T13:36:04.725361
01/11/2004,02.00.00,3.5,1333.0,275.0,16.7,1201.0,353.0,552.0,68.0,1767.0,1925.0,19.6,73.2,1.6543,,,2004-11-01T02:00:00,2025-04-04T13:36:04.828906
01/11/2004,03.00.00,3.0,1269.0,275.0,16.0,1181.0,353.0,559.0,68.0,1756.0,1762.0,19.1,75.8,1.6568,,,2004-11-01T03:00:00,2025-04-04T13:36:04.931894
01/11/2004,04.00.00,3.0,1253.0,275.0,16.9,1206.0,291.0,540.0,52.0,1779.0,1579.0,18.4,77.9,1.6389,,,2004-11-01T04:00:00,2025-04-04T13:36:05.039262
01/11/2004,05.00.00,2.7,1212.0,275.0,15.0,1149.0,279.0,562.0,49.0,1710.0,1599.0,18.4,78.1,1.637,,,2004-11-01T05:00:00,2025-04-04T13:36:05.145487
01/11/2004,06.00.00,1.8,1061.0,275.0,9.6,962.0,200.0,679.0,45.0,1554.0,1395.0,19.2,74.7,1.6398,,,2004-11-01T06:00:00,2025-04-04T13:36:05.248544
01/11/2004,07.00.00,1.3,1028.0,275.0,7.8,890.0,180.0,733.0,51.0,1525.0,1323.0,19.4,75.1,1.6766,,,2004-11-01T07:00:00,2025-04-04T13:36:05.351357
01/11/2004,08.00.00,1.5,1067.0,275.0,8.7,928.0,213.0,711.0,51.0,1564.0,1309.0,19.1,75.6,1.6519,,,2004-11-01T08:00:00,2025-04-04T13:36:05.454568
01/11/2004,09.00.00,1.9,1111.0,275.0,9.8,970.0,266.0,667.0,62.0,1594.0,1441.0,20.3,71.1,1.6803,,,2004-11-01T09:00:00,2025-04-04T13:36:05.556975
01/11/2004,10.00.00,2.2,1189.0,275.0,12.4,1065.0,247.0,609.0,74.0,1683.0,1830.0,23.1,61.3,1.7131,,,2004-11-01T10:00:00,2025-04-04T13:36:05.659265
01/11/2004,11.00.00,2.6,1293.0,275.0,13.9,1114.0,326.0,584.0,88.0,1702.0,1704.0,25.1,56.0,1.7565,,,2004-11-01T11:00:00,2025-04-04T13:36:05.761843
01/11/2004,12.00.00,2.7,1285.0,275.0,12.5,1065.0,319.0,597.0,90.0,1686.0,1576.0,25.8,56.1,1.841,,,2004-11-01T12:00:00,2025-04-04T13:36:05.864455
01/11/2004,13.00.00,2.5,1236.0,275.0,10.9,1011.0,320.0,631.0,91.0,1706.0,1305.0,23.7,68.2,1.9739,,,2004-11-01T13:00:00,2025-04-04T13:36:05.967270
01/11/2004,14.00.00,1.5,1082.0,275.0,6.5,834.0,174.0,747.0,64.0,1562.0,991.0,23.1,70.8,1.98,,,2004-11-01T14:00:00,2025-04-04T13:36:06.070565
01/11/2004,15.00.00,2.0,1188.0,275.0,9.4,954.0,216.0,664.0,72.0,1636.0,1148.0,23.9,66.3,1.9361,,,2004-11-01T15:00:00,2025-04-04T13:36:06.173026
01/11/2004,16.00.00,3.1,1348.0,275.0,15.3,1157.0,376.0,564.0,88.0,1810.0,1307.0,23.8,65.0,1.8897,,,2004-11-01T16:00:00,2025-04-04T13:36:06.275574
01/11/2004,17.00.00,3.7,1394.0,275.0,16.4,1193.0,496.0,547.0,110.0,1811.0,1386.0,23.2,65.6,1.8435,,,2004-11-01T17:00:00,2025-04-04T13:36:06.378062
01/11/2004,18.00.00,4.0,1472.0,275.0,19.8,1290.0,523.0,510.0,95.0,1942.0,1420.0,21.8,72.7,1.8789,,,2004-11-01T18:00:00,2025-04-04T13:36:06.480242
01/11/2004,19.00.00,4.1,1291.0,275.0,15.8,1174.0,465.0,567.0,91.0,1746.0,1341.0,21.7,67.3,1.7256,,,2004-11-01T19:00:00,2025-04-04T13:36:06.582917
01/11/2004,20.00.00,3.1,1264.0,275.0,14.5,1133.0,407.0,593.0,94.0,1750.0,1258.0,21.3,66.3,1.6594,,,2004-11-01T20:00:00,2025-04-04T13:36:06.686691
01/11/2004,21.00.00,3.2,1264.0,275.0,14.7,1138.0,412.0,579.0,86.0,1733.0,1245.0,20.4,71.6,1.7004,,,2004-11-01T21:00:00,2025-04-04T13:36:06.792957
01/11/2004,22.00.00,3.2,1260.0,275.0,15.3,1160.0,403.0,568.0,79.0,1755.0,1231.0,19.6,75.3,1.6981,,,2004-11-01T22:00:00,2025-04-04T13:36:06.895133
01/11/2004,23.00.00,2.7,1184.0,275.0,13.0,1084.0,357.0,612.0,71.0,1674.0,1151.0,19.3,75.8,1.6762,,,2004-11-01T23:00:00,2025-04-04T13:36:07.001380
02/11/2004,00.00.00,2.3,1122.0,275.0,10.5,996.0,259.0,660.0,62.0,1586.0,1048.0,18.4,76.3,1.6017,,,2004-11-02T00:00:00,2025-04-04T13:36:07.108014
02/11/2004,01.00.00,1.6,983.0,275.0,7.6,881.0,227.0,752.0,56.0,1472.0,928.0,18.2,76.4,1.5787,,,2004-11-02T01:00:00,2025-04-04T13:36:07.218089
02/11/2004,02.00.00,1.1,885.0,275.0,4.8,753.0,147.0,878.0,49.0,1374.0,813.0,17.9,74.8,1.5219,,,2004-11-02T02:00:00,2025-04-04T13:36:07.320490
02/11/2004,03.00.00,0.7,825.0,275.0,3.1,661.0,147.0,987.0,49.0,1334.0,753.0,17.5,74.5,1.4781,,,2004-11-02T03:00:00,2025-04-04T13:36:07.422066
02/11/2004,04.00.00,0.7,791.0,275.0,2.6,627.0,72.0,1069.0,38.0,1306.0,709.0,17.2,74.0,1.4388,,,2004-11-02T04:00:00,2025-04-04T13:36:07.524277
02/11/2004,05.00.00,0.6,802.0,275.0,2.7,636.0,96.0,1016.0,35.0,1289.0,721.0,17.6,73.2,1.4555,,,2004-11-02T05:00:00,2025-04-04T13:36:07.626360
02/11/2004,06.00.00,0.5,804.0,275.0,3.0,652.0,73.0,1054.0,37.0,1294.0,710.0,17.9,69.3,1.4099,,,2004-11-02T06:00:00,2025-04-04T13:36:07.732613
02/11/2004,07.00.00,1.5,1014.0,275.0,8.7,927.0,309.0,747.0,56.0,1497.0,951.0,16.1,76.3,1.3902,,,2004-11-02T07:00:00,2025-04-04T13:36:07.839645
02/11/2004,08.00.00,3.4,1316.0,275.0,20.7,1317.0,607.0,538.0,85.0,1860.0,1336.0,17.1,72.8,1.4054,,,2004-11-02T08:00:00,2025-04-04T13:36:07.945552
02/11/2004,09.00.00,4.4,1296.0,275.0,25.2,1435.0,562.0,504.0,112.0,1899.0,1489.0,20.8,57.9,1.407,,,2004-11-02T09:00:00,2025-04-04T13:36:08.053254
02/11/2004,10.00.00,4.4,1381.0,275.0,23.6,1394.0,560.0,495.0,107.0,1911.0,1558.0,20.6,60.2,1.4428,,,2004-11-02T10:00:00,2025-04-04T13:36:08.159504
02/11/2004,11.00.00,5.8,1570.0,275.0,32.9,1617.0,844.0,426.0,151.0,2170.0,1944.0,22.1,56.6,1.4851,,,2004-11-02T11:00:00,2025-04-04T13:36:08.266019
02/11/2004,12.00.00,4.9,1426.0,275.0,25.6,1445.0,667.0,477.0,151.0,1970.0,1782.0,24.0,50.0,1.4679,,,2004-11-02T12:00:00,2025-04-04T13:36:08.373482
02/11/2004,13.00.00,5.1,1535.0,275.0,31.2,1578.0,583.0,440.0,150.0,2125.0,1921.0,25.7,45.6,1.487,,,2004-11-02T13:00:00,2025-04-04T13:36:08.481966
02/11/2004,14.00.00,7.5,1678.0,275.0,37.9,1727.0,726.0,390.0,190.0,2318.0,2039.0,25.5,49.7,1.5985,,,2004-11-02T14:00:00,2025-04-04T13:36:08.584112
02/11/2004,15.00.00,5.8,1605.0,275.0,32.3,1603.0,674.0,415.0,168.0,2199.0,1912.0,25.2,50.6,1.5989,,,2004-11-02T15:00:00,2025-04-04T13:36:08.687117
02/11/2004,16.00.00,5.9,1559.0,275.0,31.5,1586.0,544.0,421.0,127.0,2197.0,1827.0,25.4,50.7,1.6187,,,2004-11-02T16:00:00,2025-04-04T13:36:08.794734
02/11/2004,17.00.00,6.8,1713.0,275.0,38.0,1728.0,715.0,390.0,140.0,2386.0,1919.0,24.4,56.0,1.6885,,,2004-11-02T17:00:00,2025-04-04T13:36:08.902164
02/11/2004,18.00.00,7.9,1751.0,275.0,44.1,1853.0,789.0,358.0,158.0,2496.0,2013.0,23.0,62.1,1.7283,,,2004-11-02T18:00:00,2025-04-04T13:36:09.008672
02/11/2004,19.00.00,8.0,1723.0,275.0,44.9,1869.0,737.0,359.0,121.0,2563.0,1919.0,21.8,65.3,1.6889,,,2004-11-02T19:00:00,2025-04-04T13:36:09.115443
02/11/2004,20.00.00,9.2,1778.0,275.0,48.2,1935.0,859.0,349.0,119.0,2643.0,1927.0,20.9,67.5,1.6539,,,2004-11-02T20:00:00,2025-04-04T13:36:09.221947
02/11/2004,21.00.00,5.9,1461.0,275.0,29.1,1529.0,668.0,450.0,96.0,2111.0,1573.0,20.2,68.6,1.6034,,,2004-11-02T21:00:00,2025-04-04T13:36:09.329184
02/11/2004,22.00.00,3.7,1258.0,275.0,19.1,1272.0,454.0,541.0,77.0,1804.0,1325.0,19.3,70.8,1.5728,,,2004-11-02T22:00:00,2025-04-04T13:36:09.435111
02/11/2004,23.00.00,2.6,1138.0,275.0,13.9,1113.0,337.0,610.0,66.0,1641.0,1203.0,19.2,68.8,1.5097,,,2004-11-02T23:00:00,2025-04-04T13:36:09.542022
03/11/2004,00.00.00,1.1,936.0,275.0,6.8,849.0,127.0,798.0,56.0,1381.0,947.0,20.4,61.1,1.4495,,,2004-11-03T00:00:00,2025-04-04T13:36:09.649033
03/11/2004,01.00.00,2.6,1167.0,275.0,13.2,1090.0,281.0,626.0,62.0,1620.0,1106.0,18.0,71.5,1.4615,,,2004-11-03T01:00:00,2025-04-04T13:36:09.755740
03/11/2004,02.00.00,2.2,1071.0,275.0,10.7,1003.0,252.0,665.0,58.0,1542.0,1045.0,17.5,73.2,1.4515,,,2004-11-03T02:00:00,2025-04-04T13:36:09.863364
03/11/2004,03.00.00,0.9,866.0,275.0,4.1,717.0,252.0,909.0,58.0,1328.0,827.0,17.2,71.7,1.394,,,2004-11-03T03:00:00,2025-04-04T13:36:09.966518
03/11/2004,04.00.00,0.9,836.0,275.0,2.9,647.0,65.0,985.0,37.0,1271.0,777.0,16.4,74.4,1.3779,,,2004-11-03T04:00:00,2025-04-04T13:36:10.069308
03/11/2004,05.00.00,0.5,823.0,275.0,2.7,630.0,69.0,1033.0,35.0,1253.0,748.0,16.8,71.9,1.3628,,,2004-11-03T05:00:00,2025-04-04T13:36:10.173149
03/11/2004,06.00.00,0.7,890.0,275.0,4.3,727.0,151.0,917.0,50.0,1290.0,833.0,16.9,70.5,1.3504,,,2004-11-03T06:00:00,2025-04-04T13:36:10.277501
03/11/2004,07.00.00,1.3,1019.0,275.0,8.0,901.0,231.0,750.0,64.0,1438.0,960.0,17.0,70.1,1.3512,,,2004-11-03T07:00:00,2025-04-04T13:36:10.383473
03/11/2004,08.00.00,2.2,1177.0,275.0,15.5,1166.0,297.0,621.0,75.0,1667.0,1157.0,18.8,62.5,1.3401,,,2004-11-03T08:00:00,2025-04-04T13:36:10.494172
03/11/2004,09.00.00,3.7,1348.0,275.0,23.8,1398.0,515.0,505.0,101.0,1847.0,1444.0,20.3,58.4,1.3745,,,2004-11-03T09:00:00,2025-04-04T13:36:10.595919
03/11/2004,10.00.00,3.7,1341.0,275.0,21.0,1323.0,499.0,516.0,94.0,1786.0,1522.0,23.7,49.1,1.423,,,2004-11-03T10:00:00,2025-04-04T13:36:10.700445
03/11/2004,11.00.00,3.4,1307.0,275.0,19.3,1278.0,445.0,527.0,95.0,1767.0,1452.0,26.6,42.8,1.4713,,,2004-11-03T11:00:00,2025-04-04T13:36:10.807117
03/11/2004,12.00.00,3.4,1305.0,275.0,19.7,1287.0,464.0,525.0,124.0,1771.0,1437.0,26.2,43.5,1.4591,,,2004-11-03T12:00:00,2025-04-04T13:36:10.913991
03/11/2004,13.00.00,2.6,1177.0,275.0,13.2,1090.0,298.0,612.0,86.0,1632.0,1209.0,26.3,43.6,1.4663,,,2004-11-03T13:00:00,2025-04-04T13:36:11.020333
03/11/2004,14.00.00,2.5,1192.0,275.0,13.0,1085.0,266.0,617.0,79.0,1638.0,1170.0,26.6,42.5,1.4568,,,2004-11-03T14:00:00,2025-04-04T13:36:11.126190
03/11/2004,15.00.00,2.5,1214.0,275.0,12.9,1080.0,323.0,611.0,87.0,1642.0,1190.0,26.3,43.7,1.4718,,,2004-11-03T15:00:00,2025-04-04T13:36:11.231406
03/11/2004,16.00.00,2.7,1240.0,275.0,15.1,1152.0,352.0,575.0,94.0,1699.0,1278.0,25.6,46.2,1.4903,,,2004-11-03T16:00:00,2025-04-04T13:36:11.338850
03/11/2004,17.00.00,3.2,1271.0,275.0,16.3,1188.0,372.0,563.0,107.0,1703.0,1305.0,25.1,47.6,1.4983,,,2004-11-03T17:00:00,2025-04-04T13:36:11.445179
03/11/2004,18.00.00,3.7,1333.0,275.0,20.5,1312.0,383.0,520.0,107.0,1853.0,1364.0,23.8,51.4,1.4956,,,2004-11-03T18:00:00,2025-04-04T13:36:11.547759
03/11/2004,19.00.00,4.6,1390.0,275.0,24.4,1414.0,455.0,487.0,117.0,1959.0,1428.0,23.3,53.1,1.496,,,2004-11-03T19:00:00,2025-04-04T13:36:11.654606
03/11/2004,20.00.00,3.3,1266.0,275.0,18.7,1261.0,355.0,541.0,97.0,1807.0,1285.0,22.4,55.2,1.4735,,,2004-11-03T20:00:00,2025-04-04T13:36:11.761307
03/11/2004,21.00.00,2.4,1140.0,275.0,12.7,1072.0,267.0,626.0,90.0,1597.0,1143.0,21.7,57.7,1.4766,,,2004-11-03T21:00:00,2025-04-04T13:36:11.870445
03/11/2004,22.00.00,2.8,1240.0,275.0,15.6,1168.0,308.0,582.0,86.0,1714.0,1235.0,20.5,63.0,1.5043,,,2004-11-03T22:00:00,2025-04-04T13:36:11.976617
03/11/2004,23.00.00,2.7,1187.0,275.0,14.2,1122.0,313.0,589.0,77.0,1641.0,1208.0,19.5,67.6,1.5156,,,2004-11-03T23:00:00,2025-04-04T13:36:12.083379
04/11/2004,00.00.00,1.8,1043.0,275.0,9.9,975.0,216.0,675.0,66.0,1489.0,1041.0,18.7,69.0,1.4727,,,2004-11-04T00:00:00,2025-04-04T13:36:12.188615
04/11/2004,01.00.00,1.1,948.0,275.0,6.3,826.0,137.0,802.0,57.0,1382.0,897.0,19.3,65.5,1.45,,,2004-11-04T01:00:00,2025-04-04T13:36:12.290641
04/11/2004,02.00.00,1.2,955.0,275.0,5.2,775.0,140.0,831.0,55.0,1362.0,862.0,17.6,70.8,1.4105,,,2004-11-04T02:00:00,2025-04-04T13:36:12.392894
04/11/2004,03.00.00,0.8,915.0,275.0,4.2,721.0,140.0,891.0,55.0,1315.0,816.0,16.8,72.9,1.3851,,,2004-11-04T03:00:00,2025-04-04T13:36:12.495624
04/11/2004,04.00.00,0.6,832.0,275.0,2.9,644.0,94.0,990.0,40.0,1239.0,747.0,17.8,68.1,1.3722,,,2004-11-04T04:00:00,2025-04-04T13:36:12.599229
04/11/2004,05.00.00,0.5,846.0,275.0,2.6,628.0,79.0,1025.0,40.0,1218.0,727.0,16.1,73.5,1.3329,,,2004-11-04T05:00:00,2025-04-04T13:36:12.705943
04/11/2004,06.00.00,0.7,897.0,275.0,4.7,750.0,156.0,874.0,46.0,1270.0,799.0,15.8,73.5,1.3151,,,2004-11-04T06:00:00,2025-04-04T13:36:12.812231
04/11/2004,07.00.00,0.8,908.0,275.0,5.1,767.0,153.0,868.0,53.0,1272.0,807.0,17.0,68.0,1.3102,,,2004-11-04T07:00:00,2025-04-04T13:36:12.919467
04/11/2004,08.00.00,3.5,1348.0,275.0,22.2,1357.0,464.0,526.0,84.0,1833.0,1324.0,16.0,72.2,1.3077,,,2004-11-04T08:00:00,2025-04-04T13:36:13.128434
04/11/2004,09.00.00,3.6,1384.0,275.0,23.3,1386.0,435.0,504.0,88.0,1833.0,1404.0,17.8,65.4,1.3213,,,2004-11-04T09:00:00,2025-04-04T13:36:13.130721
04/11/2004,10.00.00,3.6,1473.0,275.0,26.3,1463.0,683.0,462.0,143.0,1948.0,1605.0,20.6,56.0,1.3467,,,2004-11-04T10:00:00,2025-04-04T13:36:13.237592
04/11/2004,11.00.00,3.6,1360.0,275.0,19.7,1287.0,523.0,517.0,130.0,1755.0,1478.0,23.6,48.0,1.3757,,,2004-11-04T11:00:00,2025-04-04T13:36:13.343157
04/11/2004,12.00.00,3.6,1305.0,275.0,17.4,1223.0,460.0,545.0,120.0,1720.0,1414.0,23.7,49.8,1.4433,,,2004-11-04T12:00:00,2025-04-04T13:36:13.449332
04/11/2004,13.00.00,3.6,1337.0,275.0,20.2,1302.0,417.0,507.0,139.0,1786.0,1465.0,24.7,47.4,1.4527,,,2004-11-04T13:00:00,2025-04-04T13:36:13.556865
04/11/2004,14.00.00,3.6,1414.0,275.0,24.4,1414.0,486.0,478.0,139.0,1896.0,1588.0,25.9,42.8,1.4122,,,2004-11-04T14:00:00,2025-04-04T13:36:13.663972
04/11/2004,15.00.00,3.6,1463.0,275.0,24.5,1417.0,512.0,467.0,156.0,1900.0,1651.0,26.8,43.3,1.4977,,,2004-11-04T15:00:00,2025-04-04T13:36:13.770746
04/11/2004,16.00.00,3.6,1530.0,275.0,24.8,1425.0,595.0,457.0,143.0,1975.0,1652.0,26.6,45.5,1.5555,,,2004-11-04T16:00:00,2025-04-04T13:36:13.877644
04/11/2004,17.00.00,3.6,1915.0,275.0,45.9,1889.0,1052.0,340.0,186.0,2603.0,2110.0,24.8,53.9,1.6683,,,2004-11-04T17:00:00,2025-04-04T13:36:13.983970
04/11/2004,18.00.00,8.7,1882.0,275.0,47.5,1920.0,1014.0,328.0,171.0,2609.0,2204.0,23.1,61.1,1.7082,,,2004-11-04T18:00:00,2025-04-04T13:36:14.086959
04/11/2004,19.00.00,5.8,1589.0,275.0,33.0,1619.0,633.0,406.0,124.0,2216.0,1780.0,22.2,63.7,1.6865,,,2004-11-04T19:00:00,2025-04-04T13:36:14.191469
04/11/2004,20.00.00,4.3,1463.0,275.0,27.2,1484.0,485.0,443.0,97.0,2011.0,1590.0,21.1,66.1,1.6313,,,2004-11-04T20:00:00,2025-04-04T13:36:14.300015
04/11/2004,21.00.00,3.6,1380.0,275.0,21.8,1345.0,480.0,493.0,92.0,1856.0,1419.0,20.0,69.0,1.5956,,,2004-11-04T21:00:00,2025-04-04T13:36:14.406049
04/11/2004,22.00.00,3.9,1383.0,275.0,21.3,1332.0,572.0,495.0,96.0,1855.0,1415.0,19.1,72.0,1.5732,,,2004-11-04T22:00:00,2025-04-04T13:36:14.509153
04/11/2004,23.00.00,2.4,1181.0,275.0,13.3,1094.0,345.0,600.0,74.0,1599.0,1180.0,18.8,70.6,1.5209,,,2004-11-04T23:00:00,2025-04-04T13:36:14.616095
05/11/2004,00.00.00,1.6,1061.0,275.0,8.8,931.0,195.0,699.0,65.0,1481.0,1015.0,18.5,69.5,1.4657,,,2004-11-05T00:00:00,2025-04-04T13:36:14.723169
05/11/2004,01.00.00,1.8,1091.0,275.0,9.2,945.0,213.0,698.0,62.0,1467.0,1014.0,18.4,68.5,1.439,,,2004-11-05T01:00:00,2025-04-04T13:36:14.829371
05/11/2004,02.00.00,1.5,1010.0,275.0,7.6,884.0,216.0,719.0,59.0,1430.0,938.0,16.8,73.3,1.3915,,,2004-11-05T02:00:00,2025-04-04T13:36:14.936271
05/11/2004,03.00.00,0.7,868.0,275.0,3.6,688.0,216.0,922.0,59.0,1249.0,777.0,17.9,66.8,1.3596,,,2004-11-05T03:00:00,2025-04-04T13:36:15.038489
05/11/2004,04.00.00,0.5,852.0,275.0,2.8,639.0,73.0,1009.0,41.0,1204.0,723.0,16.5,71.0,1.3239,,,2004-11-05T04:00:00,2025-04-04T13:36:15.140592
05/11/2004,05.00.00,0.4,826.0,275.0,2.2,601.0,67.0,1056.0,38.0,1180.0,702.0,16.9,67.9,1.295,,,2004-11-05T05:00:00,2025-04-04T13:36:15.243583
05/11/2004,06.00.00,0.5,862.0,275.0,3.4,677.0,96.0,973.0,43.0,1192.0,725.0,16.1,69.3,1.2591,,,2004-11-05T06:00:00,2025-04-04T13:36:15.346597
05/11/2004,07.00.00,0.8,951.0,275.0,5.7,800.0,162.0,803.0,52.0,1257.0,836.0,16.1,69.6,1.2593,,,2004-11-05T07:00:00,2025-04-04T13:36:15.449165
05/11/2004,08.00.00,2.0,1210.0,275.0,16.3,1188.0,305.0,583.0,75.0,1575.0,1129.0,16.2,70.1,1.2837,,,2004-11-05T08:00:00,2025-04-04T13:36:15.551630
05/11/2004,09.00.00,6.2,1601.0,275.0,37.9,1727.0,725.0,389.0,118.0,2252.0,1718.0,16.5,69.3,1.2897,,,2004-11-05T09:00:00,2025-04-04T13:36:15.653783
05/11/2004,10.00.00,4.5,1477.0,275.0,25.5,1443.0,658.0,469.0,126.0,1878.0,1646.0,19.6,58.3,1.3141,,,2004-11-05T10:00:00,2025-04-04T13:36:15.756825
05/11/2004,11.00.00,4.6,1458.0,275.0,24.2,1408.0,710.0,471.0,151.0,1889.0,1664.0,20.7,55.5,1.3414,,,2004-11-05T11:00:00,2025-04-04T13:36:15.860292
05/11/2004,12.00.00,3.3,1354.0,275.0,20.9,1321.0,445.0,504.0,107.0,1799.0,1496.0,20.8,56.3,1.3664,,,2004-11-05T12:00:00,2025-04-04T13:36:15.966954
05/11/2004,13.00.00,3.6,1385.0,275.0,22.1,1354.0,455.0,490.0,114.0,1823.0,1506.0,21.7,53.1,1.3649,,,2004-11-05T13:00:00,2025-04-04T13:36:16.073471
